visitor		chapter_title	第十三章
visitor		chapter_subtitle	Visitor
visitor		chapter_location	被观测的观测者
visitor	visitor:001	line_eyebrow	Chapter 13
visitor	visitor:001	line_title	Visitor
visitor	visitor:001	line_subtitle	别急着替这里下结论。
visitor	visitor:001	line_location	被观测的观测者
visitor	visitor:001	line_bgmName	Visitor
visitor	visitor:002	line_location	庭院最深处
visitor	visitor:002	line_speaker	旁白
visitor	visitor:002	line_text	异常真正扩散，是在下一次记录开始之前。那一行字写出来以后，庭院先安静了很久。不是平时那种有风、有水声、有远处哼唱的安静，而是一种太完整、太用力，像整座庭院都在屏住最后一口气的静。
visitor	visitor:003	line_location	庭院最深处
visitor	visitor:003	line_speaker	旁白
visitor	visitor:003	line_text	下一秒，最深处传来一阵极轻的震。喷泉里的水纹先乱了一瞬，紧接着，整座庭院都跟着重重颤了一下。Yume 手里的册子忽然烫得惊人，像有谁在纸页最底层把一整行旧编号同时烧穿。
visitor	visitor:004	line_location	册子页尾
visitor	visitor:004	line_speaker	旁白
visitor	visitor:004	line_text	她翻到最后一页，看见页尾先浮起一片从未见过的乱码。那些字符彼此缠绕、彼此覆盖，像许多没被处理完的名字正在同一处往外挤。过了几秒，它们才一点点收拢，最后定成同一行字：A-403。
visitor	visitor:005	line_location	册子页尾
visitor	visitor:005	line_speaker	旁白
visitor	visitor:005	line_text	那一行落定后，纸背像被人从另一侧用指甲刮过——不是警告，是迟到的落款：受害者、旁观者、加害者的笔画曾叠在同一格里，如今终于挤出一个能站起来的轮廓。
visitor	visitor:006	line_location	庭院最深处
visitor	visitor:006	line_speaker	旁白
visitor	visitor:006	line_text	几乎是同一时间，最深处那片一直像被薄雾压着的暗处，慢慢站起了一个人影。她不像是从里面走出来的，更像一直在那里，被无数失败的轮廓反复叠压，直到这一刻才终于有了边界。
visitor	visitor:007	line_location	花架阴影
visitor	visitor:007	line_speaker	旁白
visitor	visitor:007	line_text	花架高处，那只黑猫先一步抬起了头。它盯着那片暗处看了很久，像终于等到一个拖延过久的答案。
visitor	visitor:008	line_location	花架阴影
visitor	visitor:008	line_speaker	Moel
visitor	visitor:008	line_text	终于来了吗。
visitor	visitor:009	line_location	庭院中央
visitor	visitor:009	line_speaker	旁白
visitor	visitor:009	line_text	Alice 最先从回廊尽头转回庭院中央。Yume 合上仍在发烫的册子，也走了回来。而 Hana 那时正好站在 A-017 身旁。没有人说那是敌人，可所有人都知道，有什么已经再也回不到原来的位置。
visitor	visitor:010	line_location	高处的裂缝
visitor	visitor:010	line_speaker	旁白
visitor	visitor:010	line_text	紧接着，庭院上方那片一直过分平静的天空，像被谁从正中缓缓撕开了一道细缝。纯白空间里，镜面还未浮现，画面边缘便先出现了一行行字。
visitor	visitor:011	line_location	高处的裂缝
visitor	visitor:011	line_speaker	Visitor
visitor	visitor:011	line_text	这庭院什么设定？ 兔耳女仆是不是有点太刻意了？ 银发那个像管理员。 双马尾那个果然像核心。 黑头发那个一直在记什么？ 七只杯子到底在等谁？
visitor	visitor:012	line_location	高处的裂缝
visitor	visitor:012	line_speaker	Visitor
visitor	visitor:012	line_text	她不是霸凌者吗？ 她怎么一点都不反抗？ 换成我早翻脸了。 一直低头，不就是默认别人可以这样对她？
visitor	visitor:013	line_location	庭院中央
visitor	visitor:013	line_speaker	旁白
visitor	visitor:013	line_text	那些字并不落在墙上，也不落在镜面里，更像有人把一句句轻飘飘的话直接贴到了所有人眼前。它们不只在看 A-017，也在看 Yume、Hana、Alice、七只杯子、兔耳、长桌与空位。
visitor	visitor:014	line_location	庭院中央
visitor	visitor:014	line_speaker	旁白
